Business Heading,Business Category,Business Category Slug,Product Category,Product Category Slug,Product Name,Product Slug
Beauty & Wellness,Yoga Studio,yoga-studio,General Services,general-services,Bulk Service,bulk-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Basic Service,basic-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Premium Service,premium-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Express Service,express-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Emergency Service,emergency-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Annual Plan,annual-plan
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Consultation Service,consultation-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Custom Service,custom-service
Beauty & Wellness,Zumba Studio,zumba-studio,General Services,general-services,Bulk Service,bulk-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Basic Service,basic-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Premium Service,premium-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Express Service,express-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Emergency Service,emergency-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Annual Plan,annual-plan
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Consultation Service,consultation-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Custom Service,custom-service
Beauty & Wellness,Massage Therapy Center,massage-therapy--center,General Services,general-services,Bulk Service,bulk-service
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,General Consultation,general-consultation
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Specialist Consultation,specialist-consultation
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Follow Up Visit,follow-up-visit
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Emergency Visit,emergency-visit
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Health Checkup,health-checkup
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Online Consultation,online-consultation
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Second Opinion,second-opinion
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Consultation Services,consultation-services,Home Visit,home-visit
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,Blood Test,blood-test
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,X-Ray,x-ray
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,MRI Scan,mri-scan
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,CT Scan,ct-scan
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,Ultrasound,ultrasound
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,ECG,ecg
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,Sugar Test,sugar-test
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Diagnostic Services,diagnostic-services,Thyroid Test,thyroid-test
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Physiotherapy Session,physiotherapy-session
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Dental Cleaning,dental-cleaning
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Root Canal,root-canal
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Eye Checkup,eye-checkup
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Skin Treatment,skin-treatment
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Cardio Checkup,cardio-checkup
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Orthopedic Treatment,orthopedic-treatment
Beauty & Wellness,Physiotherapy Center,physiotherapy-center,Treatment Services,treatment-services,Pediatric Care,pediatric-care
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Basic Service,basic-service
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Premium Service,premium-service
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Express Service,express-service
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Emergency Service,emergency-service
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Annual Plan,annual-plan
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Consultation Service,consultation-service
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Custom Service,custom-service
Beauty & Wellness,Slimming Center,slimming-center,General Services,general-services,Bulk Service,bulk-service
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,General Consultation,general-consultation
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Specialist Consultation,specialist-consultation
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Follow Up Visit,follow-up-visit
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Emergency Visit,emergency-visit
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Health Checkup,health-checkup
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Online Consultation,online-consultation
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Second Opinion,second-opinion
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Consultation Services,consultation-services,Home Visit,home-visit
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,Blood Test,blood-test
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,X-Ray,x-ray
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,MRI Scan,mri-scan
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,CT Scan,ct-scan
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,Ultrasound,ultrasound
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,ECG,ecg
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,Sugar Test,sugar-test
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Diagnostic Services,diagnostic-services,Thyroid Test,thyroid-test
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Physiotherapy Session,physiotherapy-session
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Dental Cleaning,dental-cleaning
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Root Canal,root-canal
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Eye Checkup,eye-checkup
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Skin Treatment,skin-treatment
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Cardio Checkup,cardio-checkup
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Orthopedic Treatment,orthopedic-treatment
Beauty & Wellness,Dermatology Clinic,dermatology-clinic,Treatment Services,treatment-services,Pediatric Care,pediatric-care
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Cut,hair-cut
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Styling,hair-styling
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Coloring,hair-coloring
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Spa,hair-spa
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Treatment,hair-treatment
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Smoothening,hair-smoothening
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Hair Straightening,hair-straightening
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Hair Services,hair-services,Blow Dry,blow-dry
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Facial,facial
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Cleanup,cleanup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Skin Polishing,skin-polishing
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Anti Aging Treatment,anti-aging-treatment
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Acne Treatment,acne-treatment
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Detan Treatment,detan-treatment
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Chemical Peel,chemical-peel
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Skin Services,skin-services,Hydra Facial,hydra-facial
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Party Makeup,party-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Bridal Makeup,bridal-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,HD Makeup,hd-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Airbrush Makeup,airbrush-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Engagement Makeup,engagement-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Reception Makeup,reception-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Editorial Makeup,editorial-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Makeup Services,makeup-services,Portfolio Makeup,portfolio-makeup
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Head Massage,head-massage
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Full Body Massage,full-body-massage
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Aromatherapy,aromatherapy
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Body Scrub,body-scrub
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Body Polishing,body-polishing
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Steam Therapy,steam-therapy
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Relaxation Therapy,relaxation-therapy
Beauty & Wellness,Cosmetic Clinic,cosmetic-clinic,Spa Services,spa-services,Deep Tissue Massage,deep-tissue-massage
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Basic Service,basic-service
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Premium Service,premium-service
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Express Service,express-service
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Emergency Service,emergency-service
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Annual Plan,annual-plan
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Consultation Service,consultation-service
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Custom Service,custom-service
Beauty & Wellness,Fitness Studio,fitness-studio,General Services,general-services,Bulk Service,bulk-service
Food & Beverages,Restaurant,restaurant,Main Course,main-course,North Indian Thali,north-indian-thali
Food & Beverages,Restaurant,restaurant,Main Course,main-course,South Indian Meal,south-indian-meal
Food & Beverages,Restaurant,restaurant,Main Course,main-course,Chinese Combo,chinese-combo
Food & Beverages,Restaurant,restaurant,Main Course,main-course,Punjabi Special,punjabi-special
Food & Beverages,Restaurant,restaurant,Main Course,main-course,Biryani,biryani
Food & Beverages,Restaurant,restaurant,Main Course,main-course,Paneer Special,paneer-special
Food & Beverages,Restaurant,restaurant,Main Course,main-course,Tandoori Platter,tandoori-platter
Food & Beverages,Restaurant,restaurant,Main Course,main-course,Chef Special,chef-special
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Samosa,samosa
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Kachori,kachori
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Burger,burger
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Sandwich,sandwich
Food & Beverages,Restaurant,restaurant,Snacks,snacks,French Fries,french-fries
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Spring Roll,spring-roll
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Chaat,chaat
Food & Beverages,Restaurant,restaurant,Snacks,snacks,Pakora,pakora
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Tea,tea
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Coffee,coffee
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Cold Coffee,cold-coffee
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Lassi,lassi
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Fresh Juice,fresh-juice
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Soft Drink,soft-drink
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Milkshake,milkshake
Food & Beverages,Restaurant,restaurant,Beverages,beverages,Mocktail,mocktail
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Gulab Jamun,gulab-jamun
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Rasgulla,rasgulla
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Ice Cream,ice-cream
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Brownie,brownie
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Cake Slice,cake-slice
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Pastry,pastry
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Halwa,halwa
Food & Beverages,Restaurant,restaurant,Desserts,desserts,Kheer,kheer
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,North Indian Thali,north-indian-thali
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,South Indian Meal,south-indian-meal
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,Chinese Combo,chinese-combo
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,Punjabi Special,punjabi-special
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,Biryani,biryani
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,Paneer Special,paneer-special
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,Tandoori Platter,tandoori-platter
Food & Beverages,Veg Restaurant,veg-restaurant,Main Course,main-course,Chef Special,chef-special
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Samosa,samosa
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Kachori,kachori
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Burger,burger
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Sandwich,sandwich
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,French Fries,french-fries
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Spring Roll,spring-roll
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Chaat,chaat
Food & Beverages,Veg Restaurant,veg-restaurant,Snacks,snacks,Pakora,pakora
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Tea,tea
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Coffee,coffee
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Cold Coffee,cold-coffee
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Lassi,lassi
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Fresh Juice,fresh-juice
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Soft Drink,soft-drink
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Milkshake,milkshake
Food & Beverages,Veg Restaurant,veg-restaurant,Beverages,beverages,Mocktail,mocktail
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Gulab Jamun,gulab-jamun
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Rasgulla,rasgulla
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Ice Cream,ice-cream
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Brownie,brownie
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Cake Slice,cake-slice
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Pastry,pastry
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Halwa,halwa
Food & Beverages,Veg Restaurant,veg-restaurant,Desserts,desserts,Kheer,kheer
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,North Indian Thali,north-indian-thali
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,South Indian Meal,south-indian-meal
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,Chinese Combo,chinese-combo
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,Punjabi Special,punjabi-special
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,Biryani,biryani
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,Paneer Special,paneer-special
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,Tandoori Platter,tandoori-platter
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Main Course,main-course,Chef Special,chef-special
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Samosa,samosa
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Kachori,kachori
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Burger,burger
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Sandwich,sandwich
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,French Fries,french-fries
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Spring Roll,spring-roll
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Chaat,chaat
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Snacks,snacks,Pakora,pakora
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Tea,tea
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Coffee,coffee
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Cold Coffee,cold-coffee
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Lassi,lassi
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Fresh Juice,fresh-juice
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Soft Drink,soft-drink
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Milkshake,milkshake
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Beverages,beverages,Mocktail,mocktail
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Gulab Jamun,gulab-jamun
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Rasgulla,rasgulla
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Ice Cream,ice-cream
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Brownie,brownie
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Cake Slice,cake-slice
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Pastry,pastry
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Halwa,halwa
Food & Beverages,Non-Veg Restaurant,non-veg-restaurant,Desserts,desserts,Kheer,kheer
Food & Beverages,Cafe,cafe,Main Course,main-course,North Indian Thali,north-indian-thali
Food & Beverages,Cafe,cafe,Main Course,main-course,South Indian Meal,south-indian-meal
Food & Beverages,Cafe,cafe,Main Course,main-course,Chinese Combo,chinese-combo
Food & Beverages,Cafe,cafe,Main Course,main-course,Punjabi Special,punjabi-special
Food & Beverages,Cafe,cafe,Main Course,main-course,Biryani,biryani
Food & Beverages,Cafe,cafe,Main Course,main-course,Paneer Special,paneer-special
Food & Beverages,Cafe,cafe,Main Course,main-course,Tandoori Platter,tandoori-platter
Food & Beverages,Cafe,cafe,Main Course,main-course,Chef Special,chef-special
Food & Beverages,Cafe,cafe,Snacks,snacks,Samosa,samosa
Food & Beverages,Cafe,cafe,Snacks,snacks,Kachori,kachori
Food & Beverages,Cafe,cafe,Snacks,snacks,Burger,burger
Food & Beverages,Cafe,cafe,Snacks,snacks,Sandwich,sandwich
Food & Beverages,Cafe,cafe,Snacks,snacks,French Fries,french-fries
Food & Beverages,Cafe,cafe,Snacks,snacks,Spring Roll,spring-roll
Food & Beverages,Cafe,cafe,Snacks,snacks,Chaat,chaat
Food & Beverages,Cafe,cafe,Snacks,snacks,Pakora,pakora
Food & Beverages,Cafe,cafe,Beverages,beverages,Tea,tea
Food & Beverages,Cafe,cafe,Beverages,beverages,Coffee,coffee
Food & Beverages,Cafe,cafe,Beverages,beverages,Cold Coffee,cold-coffee
Food & Beverages,Cafe,cafe,Beverages,beverages,Lassi,lassi
Food & Beverages,Cafe,cafe,Beverages,beverages,Fresh Juice,fresh-juice
Food & Beverages,Cafe,cafe,Beverages,beverages,Soft Drink,soft-drink
Food & Beverages,Cafe,cafe,Beverages,beverages,Milkshake,milkshake
Food & Beverages,Cafe,cafe,Beverages,beverages,Mocktail,mocktail
Food & Beverages,Cafe,cafe,Desserts,desserts,Gulab Jamun,gulab-jamun
Food & Beverages,Cafe,cafe,Desserts,desserts,Rasgulla,rasgulla
Food & Beverages,Cafe,cafe,Desserts,desserts,Ice Cream,ice-cream
Food & Beverages,Cafe,cafe,Desserts,desserts,Brownie,brownie
Food & Beverages,Cafe,cafe,Desserts,desserts,Cake Slice,cake-slice
Food & Beverages,Cafe,cafe,Desserts,desserts,Pastry,pastry
Food & Beverages,Cafe,cafe,Desserts,desserts,Halwa,halwa
Food & Beverages,Cafe,cafe,Desserts,desserts,Kheer,kheer
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Basic Service,basic-service
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Premium Service,premium-service
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Express Service,express-service
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Emergency Service,emergency-service
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Annual Plan,annual-plan
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Consultation Service,consultation-service
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Custom Service,custom-service
Food & Beverages,Tea Stall,tea-stall,General Services,general-services,Bulk Service,bulk-service
Food & Beverages,Bakery,bakery,Main Course,main-course,North Indian Thali,north-indian-thali
Food & Beverages,Bakery,bakery,Main Course,main-course,South Indian Meal,south-indian-meal
Food & Beverages,Bakery,bakery,Main Course,main-course,Chinese Combo,chinese-combo
Food & Beverages,Bakery,bakery,Main Course,main-course,Punjabi Special,punjabi-special
Food & Beverages,Bakery,bakery,Main Course,main-course,Biryani,biryani
Food & Beverages,Bakery,bakery,Main Course,main-course,Paneer Special,paneer-special
Food & Beverages,Bakery,bakery,Main Course,main-course,Tandoori Platter,tandoori-platter
Food & Beverages,Bakery,bakery,Main Course,main-course,Chef Special,chef-special
Food & Beverages,Bakery,bakery,Snacks,snacks,Samosa,samosa
Food & Beverages,Bakery,bakery,Snacks,snacks,Kachori,kachori
Food & Beverages,Bakery,bakery,Snacks,snacks,Burger,burger
Food & Beverages,Bakery,bakery,Snacks,snacks,Sandwich,sandwich
Food & Beverages,Bakery,bakery,Snacks,snacks,French Fries,french-fries
Food & Beverages,Bakery,bakery,Snacks,snacks,Spring Roll,spring-roll
Food & Beverages,Bakery,bakery,Snacks,snacks,Chaat,chaat
Food & Beverages,Bakery,bakery,Snacks,snacks,Pakora,pakora
Food & Beverages,Bakery,bakery,Beverages,beverages,Tea,tea
Food & Beverages,Bakery,bakery,Beverages,beverages,Coffee,coffee
Food & Beverages,Bakery,bakery,Beverages,beverages,Cold Coffee,cold-coffee
Food & Beverages,Bakery,bakery,Beverages,beverages,Lassi,lassi
Food & Beverages,Bakery,bakery,Beverages,beverages,Fresh Juice,fresh-juice
Food & Beverages,Bakery,bakery,Beverages,beverages,Soft Drink,soft-drink
Food & Beverages,Bakery,bakery,Beverages,beverages,Milkshake,milkshake
Food & Beverages,Bakery,bakery,Beverages,beverages,Mocktail,mocktail
Food & Beverages,Bakery,bakery,Desserts,desserts,Gulab Jamun,gulab-jamun
Food & Beverages,Bakery,bakery,Desserts,desserts,Rasgulla,rasgulla
Food & Beverages,Bakery,bakery,Desserts,desserts,Ice Cream,ice-cream
Food & Beverages,Bakery,bakery,Desserts,desserts,Brownie,brownie
Food & Beverages,Bakery,bakery,Desserts,desserts,Cake Slice,cake-slice
Food & Beverages,Bakery,bakery,Desserts,desserts,Pastry,pastry
Food & Beverages,Bakery,bakery,Desserts,desserts,Halwa,halwa
Food & Beverages,Bakery,bakery,Desserts,desserts,Kheer,kheer
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,North Indian Thali,north-indian-thali
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,South Indian Meal,south-indian-meal
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,Chinese Combo,chinese-combo
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,Punjabi Special,punjabi-special
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,Biryani,biryani
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,Paneer Special,paneer-special
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,Tandoori Platter,tandoori-platter
Food & Beverages,Sweet Shop,sweet-shop,Main Course,main-course,Chef Special,chef-special
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Samosa,samosa
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Kachori,kachori
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Burger,burger
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Sandwich,sandwich
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,French Fries,french-fries
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Spring Roll,spring-roll
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Chaat,chaat
Food & Beverages,Sweet Shop,sweet-shop,Snacks,snacks,Pakora,pakora
Food & Beverages,Sweet Shop,sweet-shop,Beverages,beverages,Tea,tea
Food & Beverages,Sweet Shop,sweet-shop,Beverages,beverages,Coffee,coffee
